vid,VKE lsit,GPT isVisual Label,GPT + Keywords isVisual Label
,"Visual Key Event 25(non-visual): The YouTuber concludes the video, showing their collection of unboxed figures and expressing satisfaction with the rare Billy figure.",F,F
F93LW_P3yec.txt
,"Visual Key Event 1(non-visual): The speaker introduces the task of cleaning up some copper cups, describing their condition and the materials used to clean them.",F,F
,"Visual Key Event 2(non-visual): The speaker explains the cleaning process, which involves washing, degreasing, and using a solution of salt and vinegar.",F,F
,Visual Key Event 3(visual): The speaker begins the cleaning process by washing the cups with regular household washing up liquid.,T,T
,"Visual Key Event 4(visual): The speaker continues to wash the cups, noting the presence of polish or other substances on the cups.",T,T
,Visual Key Event 5(non-visual): The speaker comments on the quality of the cups and expresses satisfaction with their weight.,F,F
,"Visual Key Event 6(visual): The speaker degreases the cups, explaining the importance of this step in achieving an even patina.",T,T
,Visual Key Event 7(non-visual): The speaker invites viewers to contact him with any additional information about the cleaning process.,F,F
,Visual Key Event 8(non-visual): The speaker expresses concern about removing too much of the copper layer during the cleaning process.,F,F
,"Visual Key Event 9(visual): The speaker prepares a solution of salt and vinegar to soak the cups in, aiming to remove the remaining dirt and grime.",T,T
,"Visual Key Event 10(visual): The speaker begins to clean the cups with the salt and vinegar solution, expressing surprise and satisfaction with the results.",T,T
,Visual Key Event 11(non-visual): The speaker mentions upcoming reviews on his website and invites viewers to join his mailing list.,F,F
,Visual Key Event 12(non-visual): The speaker assures viewers that their email addresses will be kept confidential and used only for updates about reviews and other content.,F,F
,"Visual Key Event 13(visual): The speaker concludes the cleaning process and previews the next part of the video, which will involve polishing the cups and applying wax to protect the finish.",T,F
-EsSn8VlAUg.txt
,"Visual Key Event 1(non-visual): The speaker introduces himself and celebrates reaching 6k subscribers, setting a goal to reach 10k by his birthday.",F,F
,"Visual Key Event 2(non-visual): The speaker introduces the video as a reaction to Youngster CPT's song and encourages viewers to like, share, comment, and subscribe.",F,F
,"Visual Key Event 3(non-visual): The speaker starts the reaction, commenting on the music and joking about potential copyright issues due to his singing.",F,F
,"Visual Key Event 4(non-visual): The speaker comments on Youngster CPT's flow and how he switches it up, expressing his appreciation for it.",F,F
,Visual Key Event 5(non-visual): The speaker discusses the lyrics and asks viewers to comment on who might be stealing Youngster CPT's flow.,F,F
,"Visual Key Event 6(non-visual): The speaker talks about his clothing, promoting a brand called Crooks Clothing.",F,F
,"Visual Key Event 7(non-visual): The speaker continues his reaction, asking viewers to explain the meaning of ""yasss"" in the comments.",F,F
,"Visual Key Event 8(non-visual): The speaker continues his reaction, commenting on the lyrics and asking viewers to explain the meaning of ""yasss"" in the comments.",F,F
,"Visual Key Event 9(non-visual): The speaker continues his reaction, commenting on the music and Youngster CPT's flow.",F,F
,Visual Key Event 10(non-visual): The speaker expresses his appreciation for the artist and encourages viewers to like the video.,F,F
,Visual Key Event 11(non-visual): The speaker discusses his school experience and asks viewers to share their experiences in the comments.,F,F
,Visual Key Event 12(non-visual): The speaker continues to ask viewers about their high school experiences and offers to give advice.,F,F
,"Visual Key Event 13(non-visual): The speaker concludes his reaction, expressing his enjoyment of the song.",F,F
,"Visual Key Event 14(non-visual): The speaker concludes the video, reiterating his goal to reach 10k subscribers by his birthday and asking for likes.",F,F
,"Visual Key Event 15(non-visual): The speaker asks viewers about their high school experiences and how they're doing, expressing his appreciation for their comments.",F,F
9FSubSIXleo.txt
,"Visual Key Event 1(visual): The instructor begins the yoga session with a deep squat, emphasizing the alignment of the spine and the energy flow from the tailbone to the crown of the head.",T,T
,Visual Key Event 2(visual): The instructor guides the participant to lengthen and straighten the spine while maintaining a squat position.,T,T
,"Visual Key Event 3(visual): The participant adjusts their feet into a V position and opens their hips, maintaining an oppositional pull between the tailbone and the crown of the head.",T,T
,"Visual Key Event 4(visual): The participant sinks deeper into the squat, using their elbows to push against their inner thighs for support.",T,T
,"Visual Key Event 5(visual): The participant transitions from the squat to a seated position, flexing their feet and lowering their pelvis.",T,T
,"Visual Key Event 6(visual): The participant moves into the butterfly pose, pressing their thumbs into their groins and lifting their chest.",T,T
,Visual Key Event 7(visual): The participant deepens the butterfly pose by hinging at the hip flexors and tilting forward.,T,T
,"Visual Key Event 8(visual): The participant maintains the butterfly pose, ensuring rootedness through the sit bones and length through the spine.",T,T
,"Visual Key Event 9(visual): The participant transitions into the cone pose, either holding their big toes or pointing their thumbs up to open the main meridians of the body.",T,T
,"Visual Key Event 10(visual): The participant deepens the cone pose, releasing down while trying to keep the sit bones glued to the floor.",T,T
,"Visual Key Event 11(visual): The participant maintains the cone pose, focusing on a neutral pelvic tilt and rooting the sit bones.",T,T
,"Visual Key Event 12(visual): The participant comes out of the poses and shakes out their legs, marking the end of the yoga series.",T,T
TtTsNNXrRU0.txt
,Visual Key Event 1(non-visual): The speaker discusses his past disrespectful behavior towards women and introduces a song that was his breakout hit.,F,F
,Visual Key Event 2(non-visual): The speaker discusses his realization that his breakout song overshadowed him and his decision to make himself known.,F,F
,"Visual Key Event 3(non-visual): The speaker introduces a track called ""The River"" and discusses his perspective on relationships in the music industry.",F,F
,"Visual Key Event 4(visual): The speaker transitions to playing the track ""The River"" on the radio.",T,T
,Visual Key Event 5(non-visual): The speaker discusses the success of his song and the memories it brings back.,F,F
,"Visual Key Event 6(non-visual): The speaker discusses his journey to this point and introduces a new song called ""Fresh Depression Education.""",F,F
,Visual Key Event 7(non-visual): The speaker discusses his new label and management and his comeback into the music industry.,F,F
,"Visual Key Event 8(non-visual): The speaker backtracks to discuss the track ""The River"" again and its impact.",F,F
,"Visual Key Event 9(non-visual): The speaker discusses his perspective on relationships in the music industry and introduces the track ""The River"" again.",F,F
,Visual Key Event 10(non-visual): The speaker discusses his respect for women and the positive response to his music.,F,F
,Visual Key Event 11(non-visual): The speaker discusses his influences and the importance of maintaining the integrity of his music.,F,F
,Visual Key Event 12(non-visual): The speaker discusses the need to support artists and keep the music alive.,F,F
,Visual Key Event 13(non-visual): The speaker discusses his desire to collaborate with other artists and his current work.,F,F
,Visual Key Event 14(non-visual): The speaker discusses his upcoming performances and encourages people to follow him on social media.,F,F
,Visual Key Event 15(non-visual): The speaker gives advice to young artists trying to break into the music industry.,F,F
,Visual Key Event 16(non-visual): The speaker discusses the importance of keeping money in the hands of trusted individuals and promotes his social media.,F,F
yxO3EONOGf8.txt
,Visual Key Event 1(non-visual): The speaker introduces himself and explains why he bought the comic pack.,F,F
,"Visual Key Event 2(visual): The speaker describes the comic pack, mentioning its unique figure and interesting color.",T,F
,"Visual Key Event 3(visual): The speaker examines the packaging of the comic pack, pointing out the images and text.",T,T
,Visual Key Event 4(non-visual): The speaker discusses the other comic packs he saw and his thoughts on them.,F,F
,"Visual Key Event 5(visual): The speaker shows the comic itself, commenting on its coolness.",T,T
,"Visual Key Event 6(visual): The speaker introduces the first figure, Princess Leia, and comments on her appearance.",T,F
,Visual Key Event 7(visual): The speaker discusses the story of the comic and shows the Princess Leia figure in more detail.,T,F
,Visual Key Event 8(visual): The speaker removes an accessory from the figure to show it better and comments on the figure's details.,T,T
,Visual Key Event 9(visual): The speaker shows the accessory that comes with the figure and discusses its articulation.,T,T
,Visual Key Event 10(visual): The speaker continues discussing the figure's articulation and gives his opinion on it.,T,T
,"Visual Key Event 11(non-visual): The speaker gives his final thoughts on the Princess Leia figure, calling it a very nice figure.",F,F
,"Visual Key Event 12(visual): The speaker introduces the second figure, Caesar, and shows his accessory.",T,F
,Visual Key Event 13(visual): The speaker discusses the size of the accessory and moves on to the actual figure.,T,F
,Visual Key Event 14(visual): The speaker discusses the uniqueness of the Caesar figure and shows its articulation and details.,T,F
,Visual Key Event 15(visual): The speaker gives a close-up view of the figure and concludes his review.,T,T
,Visual Key Event 16(visual): The speaker shows the two figures side by side and discusses their price on Amazon.,T,T
,Visual Key Event 17(non-visual): The speaker gives his final ratings for the figures and ends his review with a Star Wars quote.,F,F
obPT0w4LPow.txt
,"Visual Key Event 1(non-visual): The participants play a game of ""Never Have I Ever,"" starting with the question of whether they've ever skipped school.",F,F
,Visual Key Event 2(non-visual): The game continues with questions about car maintenance and getting caught during intimate moments.,F,F
,Visual Key Event 3(non-visual): The participants discuss moving back home and watching adult content.,F,F
,Visual Key Event 4(non-visual): The game continues with questions about cheating in a relationship.,F,F
,Visual Key Event 5(non-visual): The participants discuss getting hit in the eye with a baseball and giving a lap dance.,F,F
,Visual Key Event 6(non-visual): The game continues with questions about wanting to slap a spouse and faking an orgasm.,F,F
,Visual Key Event 7(non-visual): The participants discuss thinking about cheating and getting a parking ticket.,F,F
,Visual Key Event 8(non-visual): The game continues with questions about having parents over for dinner and getting kicked out of a mall.,F,F
,Visual Key Event 9(non-visual): The participants discuss sneaking out of the house and lying to their parents about their whereabouts.,F,F
,Visual Key Event 10(non-visual): The game continues with questions about having sex outside and in a car.,F,F
,Visual Key Event 11(non-visual): The participants discuss having their significant other come to work with them and keeping secrets from their spouse.,F,F
,Visual Key Event 12(non-visual): The game concludes and the participants reflect on the questions and their answers.,F,F
,"Visual Key Event 13(non-visual): The participants wrap up the video, asking viewers for more challenge or video suggestions and encouraging them to like and follow their content.",F,F
qC83Iem2KzQ.txt
,Visual Key Event 1(non-visual): Louise from Wildflower Wool introduces herself and gives a brief overview of her knitting projects for the month of April.,F,F
,"Visual Key Event 2(visual): Louise shows a box where she keeps her finished projects, indicating that it's starting to fill up.",T,T
,"Visual Key Event 3(non-visual): Louise discusses the total meters she has knitted, expressing her satisfaction with her progress.",F,F
,"Visual Key Event 4(visual): Louise shows some of her finished projects, including a dynamic air piece.",T,T
,"Visual Key Event 5(visual): Louise shows a blue sweater she's knitting, indicating that she's already finished a few balls of yarn for it.",T,T
,"Visual Key Event 6(non-visual): Louise expresses her happiness with her progress, stating that she's been able to knit more each month.",F,F
,"Visual Key Event 7(non-visual): Louise concludes her discussion about her ball bands and knitting progress, indicating that she's making progress.",F,F
,"Visual Key Event 8(visual): Louise shows her finished dishcloths, discussing the different patterns and techniques she used.",T,T
,"Visual Key Event 9(visual): Louise shows a two-colored dishcloth she made, expressing her satisfaction with the result.",T,T
,Visual Key Event 10(non-visual): Louise discusses her interest in trying different stitch patterns and mentions that she will be uploading a pattern to Ravelry.,F,F
,"Visual Key Event 11(visual): Louise shows her pile of finished dishcloths, expressing her satisfaction with her progress.",T,T
,"Visual Key Event 12(visual): Louise shows her finished hitchhiker project, discussing the process and her satisfaction with the result.",T,T
,"Visual Key Event 13(non-visual): Louise discusses the length of her hitchhiker project, expressing her satisfaction with the result.",F,F
,Visual Key Event 14(non-visual): Louise mentions that she might start another similar project because she enjoyed knitting the hitchhiker.,F,F
,"Visual Key Event 15(visual): Louise shows her finished ribbed hat and scarf, discussing the process and her satisfaction with the result.",T,T
,"Visual Key Event 16(visual): Louise shows her finished cowl, discussing the process and her satisfaction with the result.",T,T
,"Visual Key Event 17(non-visual): Louise discusses her matching set of hat and cowl, expressing her satisfaction with the result.",F,F
,"Visual Key Event 18(non-visual): Louise concludes her video, expressing her satisfaction with her progress and looking forward to her next projects.",F,F
fEMqCktQEJo.txt
,"Visual Key Event 1(non-visual): The speaker introduces himself and shares an incident where a lady ran a stop sign and hit his car, emphasizing the importance of having a dash camera.",F,F
,"Visual Key Event 2(non-visual): The speaker discusses the insurance and protection he had during the accident, highlighting the importance of having such coverage.",F,F
,Visual Key Event 3(non-visual): The speaker talks about the process of passing a drug test after the accident and the inconvenience it caused.,F,F
,Visual Key Event 4(non-visual): The speaker discusses the current state of his vehicle and his plans to get back on the road.,F,F
,"Visual Key Event 5(non-visual): The speaker shares his philosophy on dealing with obstacles in life, using a quote about obstacles being hills to climb for a better view.",F,F
,"Visual Key Event 6(non-visual): The speaker shares his determination to keep working despite the accident, discussing his plans to help out at a bar and his hustle mentality.",F,F
,"Visual Key Event 7(non-visual): The speaker discusses the inconvenience of the accident and the potential for lost wages, mentioning that the son of his passenger is a lawyer and eager to help.",F,F
,Visual Key Event 8(non-visual): The speaker emphasizes the unpredictability of accidents and the importance of safety.,F,F
,Visual Key Event 9(non-visual): The speaker reaffirms his commitment to rideshare driving and discusses the importance of his dash camera footage in proving the other driver's fault.,F,F
,"Visual Key Event 10(visual): The speaker shows the damage to his vehicle from the accident, discussing the extent of the damage and the estimated time for repairs.",T,T
,"Visual Key Event 11(non-visual): The speaker encourages his viewers to stay strong and shares the good news of his channel being monetized, expressing his appreciation for his viewers and his pride in their achievements.",F,F
_EHNXYrOu0o.txt
,"Visual Key Event 1(non-visual): The speaker introduces her Harry Potter Christmas haul, showing a vest that was handmade by her mother, based on a vest from the Harry Potter series.",F,F
,"Visual Key Event 2(visual): The speaker shows the details of the vest, including the fabric and the letter ""R"" that was traced and made by her mother.",T,T
,Visual Key Event 3(non-visual): The speaker discusses how she purchased two jumpers during Black Friday deals at the Platform 9 ¾ shop at London Kings Cross station.,F,F
,"Visual Key Event 4(non-visual): The speaker explains that she wanted to use the jumpers for videos before Christmas, so she technically got them for Christmas.",F,F
,"Visual Key Event 5(visual): The speaker shows the jumpers, which are based on the original ones made from lamb's wool, but these are made from acrylic and are thinner and more wearable.",T,T
,"Visual Key Event 6(non-visual): The speaker expresses her excitement about wearing the jumpers and living her ""Hogwarts Weasley life.""",F,F
,"Visual Key Event 7(visual): The speaker shows a Hufflepuff vintage scarf, which she also bought for a friend who wanted one.",T,T
,"Visual Key Event 8(visual): The speaker shows gloves that match her scarf, which she asked for Christmas.",T,T
,"Visual Key Event 9(visual): The speaker shows a Skellig water bottle, which she received as a gift and plans to feature on her shelves as a prop replica.",T,T
,"Visual Key Event 10(visual): The speaker shows a Harry Potter desk calendar, which she had never seen before and finds unique.",T,T
,"Visual Key Event 11(non-visual): The speaker discusses a Daily Prophet tea towel, which she finds useful for dishes in her home.",F,F
,Visual Key Event 12(non-visual): The speaker expresses her excitement about receiving two wands for Christmas.,F,F
,"Visual Key Event 13(visual): The speaker shows the first wand she received, which is Fleur Delacour's wand, and discusses its unique design.",T,T
,"Visual Key Event 14(visual): The speaker shows the second wand she received, which is Bunty's wand, and discusses its beautiful design.",T,T
,"Visual Key Event 15(non-visual): The speaker concludes her Harry Potter Christmas haul, asking viewers to comment on their favorite items and what Harry Potter items they received for Christmas.",F,F
L5Ehli9oqkY.txt
,"Visual Key Event 1(non-visual): The speaker introduces the video and the fragrance they will be reviewing, Tom Ford London.",F,F
,"Visual Key Event 2(non-visual): The speaker discusses the reputation of Tom Ford as a luxury and stylish brand, and their expectation for the quality of the fragrance.",F,F
,Visual Key Event 3(visual): The speaker shows the bottle of Tom Ford London and comments on the design.,T,T
,"Visual Key Event 4(non-visual): The speaker discusses their expectations for the scent of Tom Ford London, based on the city it's named after.",F,F
,"Visual Key Event 5(visual): The speaker describes the initial scent of the fragrance, noting its smoky leather and woody dry notes.",T,F
,"Visual Key Event 6(visual): The speaker describes the scent as it dries down, noting its sweetness and smoky leather notes.",T,F
,Visual Key Event 7(non-visual): The speaker discusses the longevity of the fragrance and its suitability for those who find other Tom Ford fragrances overpowering.,F,F
,"Visual Key Event 8(non-visual): The speaker discusses where and when the fragrance would be suitable to wear, noting its uniqueness and pleasantness.",F,F
,"Visual Key Event 9(non-visual): The speaker continues to discuss the versatility of the fragrance, noting its suitability for work and casual wear.",F,F
,"Visual Key Event 10(non-visual): The speaker discusses the best seasons to wear the fragrance, suggesting it's suitable for all year round.",F,F
,Visual Key Event 11(non-visual): The speaker discusses the price of the fragrance and its value in relation to other Tom Ford fragrances.,F,F
,"Visual Key Event 12(non-visual): The speaker discusses potential reasons why someone might not like the fragrance, noting its unique and non-mainstream scent.",F,F
,"Visual Key Event 13(non-visual): The speaker concludes the review, summarizing their thoughts on Tom Ford London and thanking the viewers.",F,F
8eBU4QfrFL4.txt
,"Visual Key Event 1(non-visual): Brenda introduces herself and the recipe she's going to make, low carb almond meal hot dog rolls, and mentions the ingredients she's going to use.",F,F
,"Visual Key Event 2(visual): Brenda measures out the almond meal and other ingredients, and combines them in a bowl.",T,T
,"Visual Key Event 3(visual): Brenda adds the eggs, oil, and yogurt to the mixture and mixes it all together.",T,T
,Visual Key Event 4(visual): Brenda prepares the mini disposable pie plates to shape the hot dog rolls.,T,T
,Visual Key Event 5(visual): Brenda shapes the pie plates and fills them with the batter.,T,T
,Visual Key Event 6(visual): Brenda bakes the hot dog rolls in the oven.,T,T
,Visual Key Event 7(visual): Brenda removes the hot dog rolls from the oven and lets them cool.,T,T
,Visual Key Event 8(visual): Brenda shows the finished hot dog rolls.,T,T
,Visual Key Event 9(non-visual): Brenda discusses how to serve the hot dog rolls and how to slice them.,F,F
,Visual Key Event 10(non-visual): Brenda prepares the hot dogs and other ingredients for the meal.,F,F
,Visual Key Event 11(visual): Brenda cooks the hot dogs and prepares the meal.,T,T
,Visual Key Event 12(visual): Brenda presents the finished meal with the hot dog rolls.,T,T
,Visual Key Event 13(non-visual): Brenda concludes the video and provides a link to the recipe on her blog.,F,F
,"Visual Key Event 14(visual): Brenda shows how to clean and store the pie plates for future use, and suggests other uses for the hot dog rolls.",T,T
Avy_bnTPumw.txt
,"Visual Key Event 1(non-visual): The group introduces themselves and their plan for the day, which includes bass fishing at a local reef.",F,F
,"Visual Key Event 2(visual): The group starts fishing and catches a decent-sized fish, which they identify as a calico bass.",T,T
,"Visual Key Event 3(visual): The group continues fishing, catching another calico bass which they describe as beautiful and fired up.",T,T
,Visual Key Event 4(visual): The group loses a fish but hopes it will come back for the bait.,T,T
,Visual Key Event 5(visual): The group catches another calico bass after losing it three times.,T,T
,"Visual Key Event 6(visual): The group continues fishing, catching another calico bass.",T,T
,"Visual Key Event 7(visual): The group catches another calico bass, commenting on its teeth.",T,T
,"Visual Key Event 8(visual): The group keeps fishing, catching another fish.",T,T
,Visual Key Event 9(visual): The group catches another calico bass.,T,T
,"Visual Key Event 10(visual): The group catches a barracuda, which they refer to as a ""coot.""",T,T
,Visual Key Event 11(visual): The group releases the barracuda back into the water.,T,T
,"Visual Key Event 12(visual): The group catches a bat ray, which they refer to as a ""mud marlin.""",T,T
,"Visual Key Event 13(non-visual): The group wraps up their day, reflecting on their catches and encouraging viewers to subscribe for a future giveaway.",F,F
CuVmueVpJe8.txt
,Visual Key Event 1(non-visual): The YouTuber welcomes viewers back to the channel and teases a giveaway at the end of the video.,F,F
,"Visual Key Event 2(non-visual): The YouTuber expresses gratitude for reaching 20,000 subscribers and thanks his viewers for their support.",F,F
,Visual Key Event 3(non-visual): The YouTuber reflects on his YouTube journey and his initial expectations when he started the channel.,F,F
,Visual Key Event 4(non-visual): The YouTuber reflects on his two-year journey of growing his beard and the various products he has used.,F,F
,Visual Key Event 5(visual): The YouTuber discusses his experience with different hair products and how they affected his beard.,T,F
,Visual Key Event 6(non-visual): The YouTuber discusses his experience with different conditioners and his preference for Pantene conditioner.,F,F
,"Visual Key Event 7(non-visual): The YouTuber advises viewers to use products that give them the best results, as everyone's experience with different products can vary.",F,F
,Visual Key Event 8(non-visual): The YouTuber shares his initial disappointment with using oil and balm on his beard and how he learned to use them effectively.,F,F
,Visual Key Event 9(non-visual): The YouTuber shares his experience with using balm on his beard and how he learned to use it effectively.,F,F
,Visual Key Event 10(non-visual): The YouTuber emphasizes the importance of finding products and routines that make your beard happy.,F,F
,Visual Key Event 11(non-visual): The YouTuber discusses the importance of having a proper routine for beard care.,F,F
,"Visual Key Event 12(visual): The YouTuber reveals the first giveaway, a box of products from Spartan's Den.",T,T
,"Visual Key Event 13(visual): The YouTuber reveals the second giveaway, a collection of products from Scotch Porter, and explains how viewers can enter to win.",T,T
cdfLK8v5uXs.txt
,Visual Key Event 1(non-visual): The speaker introduces the project of making a mini doll bed and explains the initial steps of drawing out a pattern for the bed's pieces.,F,F
,Visual Key Event 2(visual): The speaker explains the process of cutting out the shapes from balsa wood for the bed's structure.,T,F
,Visual Key Event 3(visual): The speaker discusses the challenges of cutting out the intricate shapes from the balsa wood and the process of gluing the pieces together.,T,F
,Visual Key Event 4(visual): The speaker explains how the body of the bed was made from two pieces of balsa wood and popsicle sticks for added strength.,T,F
,"Visual Key Event 5(visual): The speaker discusses the process of constructing the box of the bed, attaching the legs, and fitting the headboard and footboard.",T,F
,Visual Key Event 6(visual): The speaker explains the painting process of the bed using acrylic paint and staining with watercolor.,T,F
,Visual Key Event 7(non-visual): The speaker discusses the use of polyurethane over the paint for a glossy finish.,F,F
,Visual Key Event 8(visual): The speaker explains the process of making the mattress for the bed and adjusting the supports for the mattress.,T,F
,Visual Key Event 9(visual): The speaker discusses the process of sewing tufts on the mattress and making a bolster pillow.,T,F
,Visual Key Event 10(visual): The speaker explains the process of weaving the blanket for the bed using embroidery floss and twine.,T,F
IsS_d1FUJRU.txt
,"Visual Key Event 1(non-visual): The speaker introduces the topic of the video, which is about office wear, and shares her preference for smart casual dress attire.",F,F
,"Visual Key Event 2(visual): The speaker presents a blazer with a tie around the middle, describing it as a power outfit suitable for important meetings or presentations.",T,T
,"Visual Key Event 3(visual): The speaker shows a floor-length maxi dress, suggesting it could be paired with black jeans and boots.",T,T
,"Visual Key Event 4(visual): The speaker presents a piece from Sheen with a gold button detail, suggesting it could be cinched at the waist for a more flattering fit.",T,T
,Visual Key Event 5(visual): The speaker shows how the piece from Sheen can be styled with high boots for a striking look.,T,T
,"Visual Key Event 6(visual): The speaker presents a skirt, styled with black trousers, boots, and a belt from Primark.",T,T
,"Visual Key Event 7(visual): The speaker presents a coat from Oasis, suggesting it as a way to inject color into an office wardrobe.",T,T
,"Visual Key Event 8(visual): The speaker shows how the vibrant blue coat can be styled with a shirt, black jeans, and a black bag.",T,T
,"Visual Key Event 9(visual): The speaker presents a pinafore/jumpsuit from Nasty Gal, suggesting it could be styled with a shirt, blouse, or knit depending on the weather.",T,T
,Visual Key Event 10(visual): The speaker shows how the pinafore/jumpsuit can be styled with white loafers and a black bag with a Gucci scarf.,T,T
,"Visual Key Event 11(non-visual): The speaker presents a shirt from Nasty Gal, suggesting it could be paired with black trousers for a suited and booted look.",F,F
,"Visual Key Event 12(visual): The speaker shows how the shirt can be styled with black trousers, emphasizing the flattering fit at the waist.",T,T
,"Visual Key Event 13(non-visual): The speaker shares her love for studs on shoes and bags, suggesting they make items look more expensive.",F,F
,"Visual Key Event 14(non-visual): The speaker presents a selection of wide waist belts from Nasty Gal, suggesting they can be used to cinch in the waist of various outfits.",F,F
,"Visual Key Event 15(non-visual): The speaker concludes the video, asking viewers for feedback on what types of styling videos they would like to see in the future.",F,F
,Visual Key Event 16(non-visual): The speaker encourages viewers to follow her on Instagram for daily fashion content.,F,F
ZNSwYGkDtNY.txt
,"Visual Key Event 1(visual): The speaker introduces the car, which they refer to as their second home, and mentions its ability to be parked anywhere due to its non-camper van appearance.",T,F
,"Visual Key Event 2(visual): The speaker demonstrates the use of the car's awning, which can be extended to create an outdoor area.",T,T
,Visual Key Event 3(visual): The speaker shows how to remove the car's seats to reveal the floor and walls of the living area and kitchen.,T,T
,"Visual Key Event 4(visual): The speaker demonstrates the use of a table they built themselves, which can be rotated and used for eating or working.",T,T
,"Visual Key Event 5(visual): The speaker shows how to move the chair forward to create extra space for cooking, and how to turn on the gas for the fridge.",T,T
,Visual Key Event 6(visual): The speaker points out the location of the gas station and the gas and fire alarms.,T,T
,"Visual Key Event 7(visual): The speaker demonstrates the use of the car's two plates and water tank, and shows where extra water tanks are stored.",T,T
,"Visual Key Event 8(visual): The speaker shows various items included in the car, such as a skateboard, frisbee, ping-pong and tennis rackets, and books.",T,T
,"Visual Key Event 9(visual): The speaker shows the mosquito net they made themselves, and the covers for the front windows.",T,T
,"Visual Key Event 10(visual): The speaker shows where extra water can be stored, and points out the weights, reflective vests, and extra tent included in the car.",T,T
,Visual Key Event 11(visual): The speaker demonstrates how to convert the car's seating area into a bed.,T,T
,"Visual Key Event 12(visual): The speaker shows how to set up a movie theater in the car using a projector, and how to charge the car's lights.",T,T
,"Visual Key Event 13(non-visual): The speaker discusses the type of person who might be interested in renting their car, and mentions that a drone is also included.",F,F
,"Visual Key Event 14(non-visual): The speaker encourages viewers to reach out to them if interested in renting the car, and ends the video with a song.",F,F
OGilPWdaikI.txt
,Visual Key Event 1(non-visual): The speaker introduces the Samsung Galaxy S8 and plans to test its durability with liquid nitrogen.,F,F
,"Visual Key Event 2(visual): The speaker demonstrates the effects of liquid nitrogen on a flower and a sponge, showing how it freezes and breaks them.",T,T
,"Visual Key Event 3(visual): The speaker tests the iPhone with liquid nitrogen, observing its reactions.",T,T
,Visual Key Event 4(non-visual): The speaker expresses surprise at the iPhone's resilience and decides to proceed with the final test.,F,F
,"Visual Key Event 5(visual): The speaker immerses the iPhone 7 in liquid nitrogen, observing its reactions and eventual shutdown.",T,F
,Visual Key Event 6(visual): The speaker observes the iPhone's camera logo burn-in and sets it aside to recover.,T,T
,"Visual Key Event 7(visual): The speaker immerses the Samsung Galaxy in liquid nitrogen, observing its reactions and eventual shutdown.",T,F
,"Visual Key Event 8(visual): The speaker observes the physical damage to the Samsung Galaxy, including a cracked front and detached cover.",T,T
,Visual Key Event 9(non-visual): The speaker allows both phones to thaw and attempts to power them on.,F,F
,Visual Key Event 10(non-visual): The speaker allows more time for the phones to recover.,F,F
,"Visual Key Event 11(visual): The speaker powers on both phones, observing their conditions and noting the Samsung Galaxy's need for a new display.",T,T
,"Visual Key Event 12(non-visual): The speaker concludes that liquid nitrogen is not good for the Galaxy or iPhone, but notes the iPhone's resilience.",F,F
,"Visual Key Event 13(visual): The speaker conducts a final test on the Samsung Galaxy S8 Plus, observing its reactions to liquid nitrogen and its eventual destruction.",T,T
_CFPQrftMUs.txt
,Visual Key Event 1(non-visual): The speaker introduces the video and explains that their planned family vacation to Disney World was cancelled due to the pandemic.,F,F
,"Visual Key Event 2(visual): The speaker shows the first gift for their daughter Kennedy, a large, bunny-shaped surprise toy with a doll and accessories inside.",T,T
,"Visual Key Event 3(visual): The speaker shows a similar gift for their other daughter Chloe, also a surprise toy with a different doll and accessories.",T,T
,"Visual Key Event 4(visual): The speaker presents a Rainbow High surprise toy for Chloe, explaining that they chose the blue one because it's Chloe's favorite color.",T,T
,"Visual Key Event 5(visual): The speaker shows a Barbie color reveal surprise pack for Chloe, themed around a carnival and concert.",T,T
,Visual Key Event 6(visual): The speaker presents an Itty Bitty Pretty surprise tea cup toy for Chloe.,T,T
,Visual Key Event 7(visual): The speaker shows a large Lego set that Chloe has been asking for.,T,T
,Visual Key Event 8(non-visual): The speaker mentions that they might buy more film for Chloe's instant camera.,F,F
,"Visual Key Event 9(visual): The speaker presents a Rainbow High doll for Kennedy, choosing a yellow one because Kennedy likes yellow and gold.",T,T
,"Visual Key Event 10(visual): The speaker shows a Barbie color reveal surprise pack for Kennedy, themed around a beach and party.",T,T
,Visual Key Event 11(visual): The speaker presents a Baby Born Magic Potty Surprise toy for Kennedy.,T,T
,Visual Key Event 12(visual): The speaker shows an Itty Bitty Pretty surprise tea cup toy for Kennedy.,T,T
,"Visual Key Event 13(visual): The speaker presents a jewelry box for Kennedy, themed around Ariel, the Little Mermaid.",T,T
,Visual Key Event 14(non-visual): The speaker mentions that they might buy a Belle-themed jewelry box for Chloe.,F,F
,Visual Key Event 15(visual): The speaker shows small Barbie color reveal mermaid dolls for both girls.,T,T
,"Visual Key Event 16(visual): The speaker presents Minnie Mouse bracelets from Pandora for both girls, originally intended as a memento of their cancelled Disney World trip.",T,T
,Visual Key Event 17(visual): The speaker shows a shared karaoke machine gift for both girls.,T,T
,"Visual Key Event 18(visual): The speaker presents a V-Tech camera for both girls, complete with a selfie stick and green screen studio.",T,T
,Visual Key Event 19(visual): The speaker shows an LOL Remix video game for both girls.,T,T
,Visual Key Event 20(visual): The speaker presents an LOL Remix CD for both girls.,T,T
,Visual Key Event 21(visual): The speaker shows an LOL Remix Super Surprise toy for both girls.,T,T
